,DOC_ID,LABEL,RATING,VERIFIED_PURCHASE,PRODUCT_CATEGORY,PRODUCT_ID,PRODUCT_TITLE,REVIEW_TITLE,REVIEW_TEXT
1865,1866,__label1__,3,N,Electronics,B00AI5T7AG,OontZ Angle Ultra Portable Wireless Bluetooth Speaker - Save on the best Mothers Day and Grads Gifts that they would choose for themselves (Silver),Great little hand-sized speaker.,"Great little hand-sized speaker. Great for tunes in the garden, or camping! I liked the size, color and connectivity . But the sound clarity could be better.<br /><br />For a even smaller speaker, consider this<br />http://www.amazon.com/gp/product/B00GUXZE6Q/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=B00GUXZE6Q&linkCode=as2&tag=derdigki-20&linkId=CDEXOMEUMACNL2JU"
1883,1884,__label1__,3,N,Electronics,B000IJXDFM,Link Depot HDMI Male to HDMI Male Cable (6 feet) (Discontinued by Manufacturer),Fine but not a heavy cable.,"I ended up using a heavier construction HDMI cable that came with my equipment, but this one would have done the job. Wouldn't use in a situation where the cable is frequently moved or stressed."
1901,1902,__label1__,3,N,Electronics,B004G7SXKM,Sewell Direct SW-29309 BlastIR In-Wall Emitter and Receiver Wall Plate Kit,Tried several other devices,We tried several other devices before hearing about this one from our Comcast technician. The trouble with the other devices was that our neighbors could change our channels while we sat helplessly watching them commandeer our TV.
1915,1916,__label1__,4,N,Electronics,B007A9932U,Pyle iPod/iPad/ Docking Station for Audio and Video Output Charging Sync with iTunes and Remote (For 30 Pin Ipods ),Listening made simple,"So, this iPad Dock was the last thing I ever thought I would use as much as I do, but once I got started saving songs on my iPad, really a lot of them, and found out I could hook it right up to my stereo, I was in a different world. Now my iPad sits on my desk at the office, and pipes right into my little stereo there so my office is always filled with nice, easy listening music. I'd play Rock-n-roll, but office politics say ""no harsh music"". But the music I listen to are my favorite easy tunes, right off the iPad through this Dock."
1916,1917,__label1__,1,N,Electronics,B00C404VC2,"Bluetooth 5.25"" Indoor/Outdoor Weatherproof Patio Speakers (Black- pair)- by Sound Appeal",Died,These speakers have been out on my balcony for a few weeks. They were working until yesterday. Now they only make a plopping sound.
1919,1920,__label1__,3,N,Electronics,B001UEBN42,"X-Mini II XAM4-B Portable Capsule Speaker, Mono, Black",so so,"I love this small piece, the reason I gave 3-star is the quality of the plug is poor, sometimes it works, sometimes no...Maybe this is exception, I had to return it..."
1958,1959,__label1__,4,N,Electronics,B005Z3GINK,"Ivation IVA-400 Waterproof Wireless Bluetooth Shower Speaker and Handsfree speakerphone for All Bluetooth Devices, BLACK",Delivers as promised,"I really love this shower speaker. It was very easy to setup and link it to my Android HTC smartphone. IT sounds great in my  my bathroom and it has enough stamina to run for more than 1 day. However, the design is not as beautiful as it seems to be in the pictures which are posted here."
1977,1978,__label1__,1,N,Electronics,B002LIOUFA,AVF ES250B-T Wall Mounted AV Component Shelving System with 2 Adjustable Tempered Glass Shelves -Black,shattered upon delivery,I never got to use this.. It was shattered upon delivery. I picked up the box and could hear it was broken inside then small shards started falling out of the box. I just threw it in the dumpster. I didn't want to track it in through my house or put it in my car to deal with return.
1998,1999,__label1__,4,N,Electronics,B0081F2Z40,"VonHaus Ultra Slim Cantilever Articulating Arm Swivel and Tilt Wall Mount TV Bracket for 26-55 Inch For LCD, LED, 3D, Plasma TVs. Load Capacity 88lb, 400x400 VESA",Very simple to hang on wall,I purchased this mount to go with the 32 LED TV I purchased from here. It could not have been any simpler to mount. Mounting bracket even has a built-in level! Great value for the price. Extremely simple to hang on wall!
2007,2008,__label1__,4,Y,Electronics,B003SP4QAE,"Energizer Smart Rechargeable Charger for AA/AAA Batteries, with 4 AA Batteries Included - 1400mAh",Not bad,"It was worth for the price. I noticed that the structure is not that durable, yet it is quite handy. It works pretty well for my battery-operated stuff at home. Unfortunately, I plan to buy a more durable and stronger battery for my highly expensive toys."
2013,2014,__label1__,4,Y,Electronics,B000NO7CIG,Gilmour Mini 3.5mm 1/8-Inch 6-Feet Male Stereo Audio Patch Cable,A Standard molded end cord.,At first glance this appears to be a fancy custom ended cord. It is a quality molded cord and it works just fine connecting my Amazon MP3 player (my Cell Phone) to my home surround sound aux input.
2046,2047,__label1__,4,N,Electronics,B007136EDG,Skullcandy Ink'd 2 Earbud (Black) (Discontinued by Manufacturer),Okay,"Well, they did replace mine when it broke after using it for 3 months. I enjoyed using it very much and one day, even with proper use and careful handling, the earbud piece got separated from the hard plastic housing, and that was that. They did honor their warranty, though, so yay. I'll probably be buying something else the next time, though."
2050,2051,__label1__,4,N,Electronics,B000KE48CM,Cyber Acoustics 30-Pin iPod Speaker Dock (CA-461),much better,This iPod docking station is much better than the old one I had. It charges quickly and when I put my iPod on it to play it sounds so much better. I like that it came with a carry case so I can quickly fold it and take it with me on trips.
2064,2065,__label1__,3,N,Electronics,B0001FTVEK,Sennheiser RS120 On-Ear Wireless RF Headphones with Charging Dock,Disappointed,"A little disappointed, could not program with ease to the cell phone. While listening to music tune, headphone skips in different locations throughout the song. I even tried the same music on a different set of headphones it worked fine."
2065,2066,__label1__,4,N,Electronics,B005JXH1OQ,Polk Audio UltraFit 3000 Headphones - White (ULTRAFIT 3000WHT),Fantastic feature,"They also on great when I'm very active at the gym and are very comfortable when wearing for long periods. Another great feature is anyone can mold the phones to their ears and if you need more length, you've got the option to extend the cord with the different cord lengths that come in the box."
2095,2096,__label1__,4,N,Electronics,B005EP2HMU,Onkyo HT-S8409 7.1-Channel Network A/V Receiver/Speaker Package,Fast & Great system,"Complex system, very little feedback on why so many listening channels. Only one I found that actually gets the sound in all the speakers. Quality of music isn't there on these speakers. Not that user friendly."
2122,2123,__label1__,4,N,Electronics,B003ZWZP9G,Pyle PSC16250 16-Gauge 250-Feet Spool of High Quality Speaker Zip Wire,2nd home wired!,"I bought the wire to install a new stereo and speaker kit in our boathouse...the kit was supposed to include wire, or so I thought, sadly not the case...the spool at 250 ft, I knew would be sufficient to complete our installation. I found this wire easily managed and to be a common wire rated for home stereo use...very satisfied customer."
2153,2154,__label1__,4,N,Electronics,B00ETI1FXU,Beats Solo HD On-Ear Headphone (Discontinued by Manufacturer - White),Love these,"I was a little hesitant about spending so much $$ on headphones, but these are definitely worth it. The sound quality is incredible. I only gave it 4/5 because of the price, but if money isn't an issue, you need to pick these up."
2186,2187,__label1__,3,N,Electronics,B00149XUZS,TechCraft HBL60 60-Inch Wide Flat Panel TV Stand - Black,Best value i could find,"I couldn't be happier with this TV stand. Shelf space is fantastic, no problem for all of the different components that hook to my TV. The price told me i was buying a piece of junk but i read the other reviews and went on their faith in this product. I'm glad i did! If you buy one of these for your big screen TV you will be very happy you did."
2204,2205,__label1__,4,N,Electronics,B002MAPT7U,SanDisk Sansa Clip+ 4 GB MP3 Player (Black) (Discontinued by Manufacturer),Good player at a decent budget,"At a cost of less than $30, this player certainly is a good bargain. If you don't have a smartphone and in need of an inexpensive MP3 player then this is probably a good choice."
2210,2211,__label1__,4,N,Electronics,B005JXH1EG,Polk Audio UltraFit 500 Headphones - Black (ULTRAFIT 500BLK),Recommended,I went as far as listening to them on my ipod while mowing the lawn and I could barely hear my singer mowing running. I write this review to recommend the brand to anyone who is serious about their music and who wants the best headphones while being active.
2257,2258,__label1__,4,N,Electronics,B003ANZF0E,"GE 24959 8 In 1 Universal DVR Remote, Infrared Black",Great work,"We have a remote for the TV, dvr, receiver, blu-ray player, HD TV live. This remote learns and works for all of these electronics. You don't lose functionality; all of the same functions still work. For the price I would recommend this particular remote to anyone on a budget looking for a universal remote."
2265,2266,__label1__,4,Y,Electronics,B009ES7PYS,niceEshop(TM) New Cable Turtle Cord Wire Wrap Organizer Winder,getting what you paid for is only fair,"Yes, it's flimsy. Very flimsy, as a matter of fact. But it still does what its supposed to do so I don't really care about the quality. I mean, it's very cheap...I didn't expect too much."
2276,2277,__label1__,4,N,Electronics,B00006BBAC,"Belkin 6-Outlet SurgeMaster Wall-Mount Surge Protector, F9H620-CW",functions very well,"Very happy with the product and the quality. It passed the test for my maintenance supervisor at work! - And that's saying a lot! I work in a medical facility, and believe me, they are super careful about what they will allow. It functions very well, & is very secure. There are times when I have 3 computers plugged in for charging at the same time and I have no worries with this."
2279,2280,__label1__,3,N,Electronics,B001795GQQ,TechCraft CRE48B 48-Inch Wide Flat Panel TV Credenza - Black,TV cabinet,Very nice but not true to color on line...It is darker than I expected more pecan than light maple definitely need two people to put together unless you are a strong man or woman but still need two to move into place..Looks good for the hard work
2281,2282,__label1__,4,N,Electronics,B000OG6I6A,"Sony SS-B3000 Bookshelf Speakers (Pair, Black)",Pretty good noise,For the buck these speakers probably can't be beat. This isn't a high dollar sound system that will rock the neighborhood but it will rock your computer desk. I might buy another one who knows.
